Ohrmazd,<’whrmzd>,Ohrmazd (the supreme god)  02
Ohrmazd-dād,<’whrmzd-d’t'>,established by Ohrmazd  09
ohrmazd-dād,<’whrmzd-d’t'>,set in place/‘created’ by Ohrmazd  05
ohrmazd-dādestān,<’whrmzd-d’tst’n'>,which is (contains) Ohrmazd’s law  10
ōrrōn,<’wlwn'>,"hither, on this side; az ... ~ “from ... until now”  19"
ōš,<’wš>,death  15
ōšbām ,<’wš-b’m>,dawn; from ōš ”dawn” + bām “brightness”  07
ōšībām = ōšbām,<’šyb’m>,dawn  08
Ōšīdarmāh,<’wšytlm’h>,2nd of Z.’s three eschatological sons  17
ōšmar-/ōšmur- ōšmurd,"<MNYTN-,","count, reckon, recite (a text)  16"
ōšyār,<’wšd’l>,conscious  14
ox (axw),<’hw'>,existence  11
ox (axw),<’hw'>,"some mental faculty, “mind”  16"
ōzōmand,<’wc’wmnd>,"strong, powerful  09"
pad,<PWN>,"in, to, toward, by (etc.)  01"
pad-dād,<PWN-d’t'>,according to the law  10
pad-gōhr,"<PWN-gwhl, -gw’hl>",of good family  07
pad-petīt,<PWN ptyt'>,repentant  15
pādārīh,<p’t’lyh>,protection  15
pāddāšn,<p’td’šn'>,"countergift, reward  07"
Padērēdarāsp,<ptylytl’sp̄'>,name  17
padēx(w)īh,<ptyhwyh>,prosperity  10
pādifrāh,<p’tpl’s>,punishment; + kun- “to punish”  04
padīr- padīrift ,<MKBLWN->,receive  10
padīrag,<ptylk'>,"toward, (come) to meet, against  05"
pādīrānēn-,<p’tyl’nyn->,restrain  18
padīruft = padīrift,<ptylwpt'>,"received, accepted  17"
padīruftag = padīriftag,<ptylwptk'>,adopted  18
Padišxwārgar,<ptšhw’l-gl>,name of a mountain  10
pādixšāy,"<p’thš’d, ŠLYTA>",authorized; + infinitive or kū  10
pādyābīh,p’ty’p̄yh>,"ritual purity (of people, implements)  10"
pādyāwand,<p’ty’wnd>,"strong, mighty  09"
pah,<p’h>,small domestic animal (sheep and goats)  08
pahikaf- pahikaft,<ptkp- ptkpt'>,to fall; + pad: “onto”  17
pahikāf- pahikāft ,<ptk’p̄->,"split, pierce, drive through   14"
pahikār,<ptk’l>,strife  05
pahikār- pahikārd,<ptk’l>,argue; + ō “with”  04
pahlom ,<p’hlwm>,"best, foremost  06"
pahnāy,<p’hn’d>,width  06
pahrēxtār,<p’hlyht’l>,staying away; + az “from”: + baw- “stay away from”  10
pahrēz,<p’hlyc'>,"care, protection; + kerdan “care for, protect”; + būdan + az “stay away from”  10"
pahrēz- pahrēxt,"<p’hlyc-, p’hlyht'>","take care, stay away: + az “from”  13"
pāk ,"<p’k', DKYA>","clean, pure  04"
pālāy- pālūd,"<p’l’d-, p’lwt'>",purify  13
palīdīh,<płytyh>,"*offal, refuse  14"
pānag,<p’nk'>,"protector, protection  13"
pānāgīh,<p’n’kyh>,protection; from pānāg “protector”  14
pānagīh,<p’nkyh>,protection  08
pānagīh,<p’nkyh>,protection  09
panāh,<pn’h>,refuge  12
panīr,<pnyl>,cheese  04
pardaz- pardaxt,<pldc- pldht'>,set about sth.; + ō   14
pardazišn,<pldcšn'>,leisure  13
pardazišnīh,<pldcšnyh>,"respite, getting away; + az “from”  13"
pargard (commonly fragard),<plklt'>,a chapter/book division in the Avesta  09
pargast,<plgst'>,God forbid!  10
pargast,<plgst'>,god forbid!  12
parīg ,<plyk'>,witch  12
parisp,<pl(y)sp'>,enclosing wall  09
paristag,<plstk'>,servant; + kerdan “to serve”  10
paristišn ,<plstšn'>,service  17
Parōdarš,<plwdlš>,"name of the rooster, Av. parō-darš “the foreseer”  14"
parr,<pl>,"feather, wing  08"
Pārs,<p’ls>,"Pars, modern Fars  10"
parwāl,<plw’l>,*nourishment  10
parwār- parwārd,<plw’l->,*gather (food); Skt. MX saṃcita “gathered”  12
parwar- parward ,<plwl->,"nurture, raise  15"
parwardārīh ,<plwlt’lyh>,nurturing  15
parwarišn,<plwlšn'>,"fostering, raising  07"
pās,<p’s>,"watch, guard + dār-  “keep watch”  13"
pas-dānišnīh,<AHL-d’nšnyh>,"backward-knowledge, knowledge after the fact  14"
pas-kōxšišn,<AHL kwhššn'>,who fights (only) after (being attacked)  17
pašm,<pšm>,wool  04
pāšom = pahlom,<p’šwm>,best  12
passāxtag,<ps’htk'>,fitted (to)  16
passāz- passāxt,"<ps’c-, ps’ht'>",fit (together) (trans.)  16
paššinǰ- paššixt,<pšnc- pšht'>,"splatter, sprinkle  19"
paššinǰišn,<pšncšn'>,contamination  18
paššixtag,<pšhtk'>,splattered  19
"passox, pāsox","<pshw', p’shw’>",answer; + kerdan “to answer”  10
pattāy- pattūd,<pt’y- ptwt'>,"last, endure  19"
pay,<pyḏ>,"tendon, sinew  15"
pāy,<LGLE>,foot  07
pāy- pād,<NTLWN->,"protect, wait, linger  07"
pāyag,<p’yk'>,"level (spacial, social)  12"
paydāg,<pyt’k'>,"apparent, clear for all to see, evident  04"
paydāg kun- ,<pyt’k' OB̲Y̲DWN->,"make manifest (clear), “reveal”  08"
paydāgēn-,<pyt’kyn->,"make manifest, reveal   16"
paydāgēn/īh-,<pyt’kyn/yh->,make/be made manifest   17
paydāgīh,<pyt’kyh>,appearance  05
pāyēnānīh,<p’yyn’nyh>,guarantee  18
paygām,<pgt’m>,message  09
paygāmbar,<pgt’mbl>,messenger  12
paymān ,<pym’n'>,"pact, contract; moderation  16"
paymānag ,<pym’nk'>,measure  18
paymōz- paymōxt,<ptmwc- ptmwht'>,"put on, dress in  08"
paymōzan,<ptmwcn'>,"clothes, garment  08"
payrāy- payrāst ,"<pyl’y-, pyl’st'>","arrange, adorn, equip  19"
paywand,<ptwnd>,"connection, lineage  06"
paywand,<ptwnd>,"connection, lineage  13"
paywand- paywast ,"<ptwnd-, ptwst' >","to connect, link  08"
paywastag ,<ptwstk'>,"combined, connected  13"
paywēšag,"<ptwyšk', ptwyhk'>",contaminated  15
Pāzag,<p’ck'>,one of the Avestan nasks  09
pēč- pēčīd,<pyc->,"twist, intertwine  15"
pen-āmār,<pn' ’m’l>,"niggard, miserly  19"
pērāmōn,<pyl’ mwn'>,around; ± ī or + az  09
Pērōz,<pylwc'>,a name  01
pērōz,<pylwc'>,victorious  12
pērōzgar,<pylwcgl>,victorious  04
pērōzgarīh,<pylwcglyh>,victoriousness  10
pērōzīh,<pylwcyh>,victory  17
pērōzīh-,<pylwcyh->,be overcome  19
pērōzīh- ,<pylwcyh->,be made victorious; from pērōzēn- “make victorious”  18
pērōzīh-abarwēzīhā,<pylwcyh ’plwycyh’>,with the superiority of (certain) victory  17
pēš ,"<pyš, LOYN'>","before; ō pēš “before” (with “come, go,” etc.)  04"
pēš-kēnīh,<pyškynyh>,(harboring) prior animosity  17
pēš-wizāyīh,<pyš wyz’dyh>,prior (desire) to destroy  17
pēšag,<pyšk'>,limb  15
Pēšānsīy,<pyš’nsyḏ>,name of a plain  09
pēšārwār,<pyš’lw’l>,urination; + kun-: “to urinate”  07
pestān,<pst’n'>,bosom  08
petīt,"<ptyt', pytyt'>",while in a state of repentance  18
petīt-wināh,<ptyt' wn’s>,having repented for one’s sin(s)  15
petītīg,"<ptytyk', pytytyk'>",while being repentant  18
petītīg,<ptytyk'>,repentance  15
petītīgīh,<ptytykyh>,repentant  15
pidān-paymōzīh,<pyt’nptmwcyh>,dressing (providing a garment for) the meats (the flesh of living beings)  15
pih,"<pyhw', TLBA>",fat  13
pīr,<pyl>,old  14
pišag,<pyšk'>,a rope with nine knots use to wash  19
pišag-šnās,<pyšk' šn’s>,familiar with the pišag  19
pišag-šnāsīh,<pyšk' šn’syh> ,familiarity with the pišag  19
Pišišōtan,<pyššwtn'>,"Pišišōtan, son of Wištāsp  05"
Pišyōtan ,<pyšydwtn'>,"Pišyōtan = Pišišōtan, (future) son of Wištāsp  06"
pōlābd,<pwl’pt'>,steel  13
pōlābdēn,<pwl’ptyn'>,of steel  09
pornāyīh,<p(w)ln’dyh>,adulthood  13
Pōrušāsp = Pōrušasp,<pwlwš’sp̄'>,Z.’s father  17
"Pōrušasp, Pōršasp",<pwl(w)šsp'>,Zarduxšt’s father  05
pōryōtkēšīh,<pwlywtkyšyh>,"the teachings of old, ‘orthodoxy’  03"
pōst,<pwst'>,skin  19
pūdag ,<pwtk'>,rotten  12
puhl,<pwhl>,bridge  05
puhl,<pwhl>,punishment  19
puhl-ēwēnag,<pwhl ’dwynk'>,like a bridge  14
purr,<pwl>,full; “of”: + noun or + az + noun  01
purr-ahlāyīh,<pwl ’hl’dyh >,full of Righteousness  13
purr-dard,<pwl dlt'),full of pain  19
purr-māh,<pwl-m’h>,full moon  09
purr-wināh,<pwl(-)wn’s,full of sins  07
purr-xwarrah ,<pwl-GDE>,full of Xwarrah  06
purs- + az,ask (something) of (somebody)  04,
purs- pursīd,<pwrs->,"ask; ask somebody: + az “from, of”  04"
rabihwintar,<lpytpyntl>,southern; < rabihwin “noon”  08
rad,<lt>,"Av. ratu; (divine/ritual) model, chief  03"
rād,<l’t'>,generous; “to(ward)”: ō  02
rad,<lt'>,"1. divine model for things in this world, “chief”; 2. a (religious) judge  11"
rad-franāmišnīh,<lt'-pln’mšnyh>,behavior according to the ‘models’  10
rādīh,<l’tyh>,generosity  04
raft,<SGYT(W)Nt'>,behavior  12
raftēn-,<SGYTNyn->,make go; + ō ham: “round up”  17
rag,<lk'>,vein  18
rāh,"<l’h, l’s>","road, path  03"
rāh-nimūdārīh,<l’s nmwt’lyh>,"showing of the way, guidance; from rāh nimāy- “to guide”; cf. rāh-nimāy “guide”  17"
"rah, rahīy","<lyd, l’d>",chariot (see Lesson 5)  09
rahag,<lhk'>,vein  15
ramag,<lmk'>,flock  01
rāmēn-,<l’myn->,make happy  15
rāmišn,<l’mšn'>,"joy, happiness  04"
rāmišnīg,<l’mšnyk'>,"at ease, enjoying  16"
rāmišnōmand,<l’mšn’wmnd>,"joyful, happy  09"
rānēn- rānēnīd,<l’nyn->,"drive (trans.), push (away)  09"
rānišn,<l’nšn'>,fight(ing)  19
ras- rasīd ,<YHMTWN->,"to arrive, come to  05"
rasīdag,<lsytk'>,having come/occurred/matured (pf. ptc.)  12
rasišn,"<YHMTWNšn', lsšn'>",coming  11
Rašn,<lšn'>,"Rašn, one of the judges in the beyond  03"
Rašn-dād,<lšn-d’t'>,placed by Rašn  13
rāspīg,<l’spyk'>,assistant priest  05
rāst,<l’st'>,"straight, true, truthful, fair, just  02"
rāstīh,<l’styh>,"truth, truthfulness  05"
rāstīhā,<l’styh’>,"truthfully, honestly, fairly  09"
raw- raft ,"<SGYTN-, lp->","go, go about  05"
rawāg,<lwb’k'>,"current; + kerd = rawāgēnīdan “give currency; set in motion, propagate”  14"
rawāgēn/īh-,<lwb’kyn->,"set in motion, propagate  17"
rawāgīh,<lwb’kyh>,currency; setting in motion  13
rawišn,"<SGYTNšn', lwbšn'>",movement  08
rāy,<l’d>,"because of, on account of, for  04"
rāy ud xwarrah,<l’d W GDE>,Light and Xwarrah; see above under idioms.  08
rāyēn- rāyēnīdan,<l’dyn->,"organize, arrange  10"
rāyēn-īd,<l’dyn->,"arrange, organize   17"
rāyēnāg,<l’dyn’k'>,"one who governs, arranges/organizes  17"
rāyēnāgīh,<l’dyn’kyh>,"being the one who governs, arranges/organizes  17"
rāyōmand ,<l’d’wmnd>,"+ xwarrahōmand: “luminous and full of Xwarrah” (Lesson 8, Idioms)  09"
rēbag,<lypk'>,cheating (?)  15
rēbāh,<lyp’s>,rhubarb  13
rēbāh-ēwēnag,<lyp’s ’ywynk'>,like a rhubarb  18
rēbāh-kerb,<lyp’s-klp'>,in the form of a rhubarb  13
rēdag,<lytk'>,boy  02
rēm,<lym>,"filth, (bodily) dirt  14"
rēman,<lymn'>,"polluted, filthy  08"
rēš ,<lyš>,"wound, harm, injury  07"
rēšag ,<lyšk'>,root  13
rēz- rēxt,<lyc- lyht'>,pour  09
rist,<lyst'>,dead body  16
rist-ārāstār,<lyst'-’l’st’l>,who/which restores the dead  09
rist-keš,<lyst'-kš>,"carrier of the dead, ‘mortician’  08"
rist-wirāstār,<lyst'-’l’st’l>,who/which restores the dead  09
ristāxēz ,<lst’hyc'>,resurrection of the dead  10
rōd,<lwt'>,river  02
rōn,<lwn'>,direction; ō ... rōn: in the direction of ...  07
rōšn ,<lwšn'>,"bright, light, clear (adj.); brightly, clearly  06"
Rōšn ,<lwšn'>,name of a commentator  11
rōšnag,<lwšnk'>,clear  11
rōšnīh,<lwšnyh>,light (noun)  02
"rōstāg, rōdestāg",<lw(t)st’k'>,"district, ‘county, province’  08"
rōy,<lwd>,1. brass; 2. face  13
rōy,<lwd>,1. brass; 2. face  15
rōy- rust,"<lwd-, lwst'>",grow  08
rōyēn- < rōy-,<lwdyn->,make grow  17
rōz ,<YWM> ,day  06
rōz-šabān,<YWM šp’n'>,day-and-night  19
rōz-šabān ,<lwcšp̄’n'>,day-and-night  07
rōzāg,<lwc’k'>,"shiny, shining  12"
rōzan,<lwcn'>,window  06
rōγn (rōwn),"<MHŠYA, lwkn', lwn'>","butter, oil  16"
rūdag,<lwtk'>,plucked (hairless)  19
rūn- rūd,<lwn- lwt'>,"pluck, tear out  18"
rustag < rōy-,< lwstk'>,grown  17
ruwān,<lwb’n'>,soul (goes to Paradise or Hell)  02
Šābuhr (Šāpūr),<š’pwhl>,a 3rd-cent. Sasanian king  09
šād,<š ’t'>,happy  07
sadgānag,<st-k’nk'>,"a hundred-fold, by hundreds  09"
šādīh,<š’tyh>,happiness  02
"šafšēr, šufšēr",<š(w)pšyl>,sword  13
sag,<KLBA>,dog  05
Sagestān,"<skst’n', skst’n'>",Sistan  09
Sagestān,<skst’n'>,Sistan (eastern Iran)  10
sagrīh,<sglyh>,"satisfaction, fullness (from eating food)  07"
šāh,<š’h>,king  02
šāhān šāh,<MLKA’n' MLKA>,king of kings  02
sahīg,<shyk'>,worthy  14
sahmgen,<shmgn'>,"fearsome, frightful, terrible  06"
sahmgen,<shmkn'>,"terrible, terrifying  07"
šahr,<štr'>,land; town  01
Šahrīwar,"<štrywr', štr'ywr'> ",protector of metals  15
sāl ,<ŠNT'> ,year  04
sāl-drahnāy,<ŠNT' dlhn’d>,for a year  04
sālār,<srd’l>,"leader, chief, governor  03"
sālārīh,<srd’lyh>,"leadership, guardianship; + kun- “guard”  07"
sālārīh,<srd’lyh>,"leadership, guardianship; + kun- “guard”  16"
Salm,<slm>,son of Frēdōn  13
sāmān,<s’m’n'>,"limit, ‘parameter’  19"
sang ,"<sng, KYPA>",stone  15
sang ,<sng>,weight (of)  18
sar ,"<LOYŠE, sl>",head  10
sar-nigūn,<sl-nkwn'>,headlong  06
sard,<slt'>,cold  19
sardag ,<sltk'>,species  13
sardīh,<sltyh>,cold(ness)  04
sārēn- ,<s’lyn->,provoke  17
sargēn,<slgyn'>,feces  10
sargēn,<slgyn'>,"dung, droppings  04"
Sāsān,<s’s’n'>,"Sāsān, Ardaxšīr’s protector  11"
Sawar (?),< swbl = yywbl>,name of a lake  09
saxt,"<sht', s’ht'>","hard, firm, firmly  08"
saxtag,<yyhtk'>,(uncrtain)  18
saxwan,"<shwn', MRYA>","talk, word  10"
šāy- šāyist,<š’yt'>,"be appropriate, be permitted (impersonal verb; Lesson 9)  04"
sāyag,<s’yk'>,"shade, shadow  15"
šāyēd,<š’dyt'>,"it is appropriate, it is allowed, it is possible  09"
sāz- sāxt,<s’c- s’ht'>,"prepare, make, perform  05"
saz- sazist,<sc->,"it behoves, one should; impersonal verb  17"
sazāg,<sc’k'>,"fitting, suitble, appropriate  10"
sazāgīhā,<sc’kyh’>,"fittingly, suitably, appropriately  10"
sazāgwār,<sc’kw’l>,"fittingly, appropriately  19"
sazišnīg,<scšnyk'>,"fleeting, transient  19"
seǰ,<syc'>,"something bad, “danger”  14"
sēmēn (= asēmēn),<symyn'>,"of silver, silvery  10"
šēr,<šyl>,lion  01
sidīgar ,<stykl>,third  06
Sind,<snd>,Sindh  10
šīr,<šyl>,milk  04
škeft-kōxšišnīh,<škypt' kwhššnyh>,severe battling  13
"škeft, škoft","<škpt', škwpt'>","awesome; fearsome, fierce; adv. hard, harshly, very  06"
škenn- škast,<škyn- škst'; TBLWN->,break   15
škenn- škast,<TBLWN->,break; abar ~ “(strike so as) to break”  05
škōhīh,<škwhyh>,poverty  17
šnās- šnāxt,<šn’s- šn’ht'>,"know (a person), recognize  07"
šnāsag,<šn’sk'>,knowing  13
šnāyēn-,<šn’yyn->,please  16
šnāyēnīdār,<šn’yynyt’l>,favorable  16
šnāyišn,<šn’dšn'>,"satisfaction (to), (by: pad) satisfying  07"
šnāyišn = xšnāyišn,<šn’dšn'>,hail (to ...)! (Av. xšnaoθra)  09
šnūg,< šnwk'>,knee  14
Sōg,<swk'>,"Sōg; Av. Saokā, a deity  06"
sōh- sōhist,<swh->,sense  17
sōh- sōhist,<swh->,"feel, sense, perceive  15"
sōhišn,<swhšn'>,sense  15
sōhišn,<swhšn'>,sense(s)  17
šōn,<šwn'>,manner (Lesson 17)  18
Sōšāns,<swš’ns>,"son of Z., born 3000 years after Z.   10"
Sōšyans = Sōšāns,<swšyns>,a commentator  16
Sōwestān,<swkwst’n'>,*Sogdiana  10
šōy,<šwd>,husband  08
šōy- šust ,<HLLWN-; -t'/-st' >,wash  10
šōyišnīh,<šwdšnyh>,washing  15
sōz- sōxt,<swc- swht>,"burn (trans., intrans.)  16"
sōzišn,<swcšn'>,burning  17
spāh,<sp’h>,army  07
spāhbed ,<sp’hpt'>,general  12
Spahr ,<sp’hl>,the Firmamant  06
spahr (spihr),<sp̄’hl (sp̄yhl)>,firmamant  06
spand,<spnd>,Spand; name of a nask (section of the Avesta)  15
Spand,<spnd>,name of one of the 22 books of the Avesta  10
Spandarmad,<spndrmt'> ,protector of the earth  15
Spandyād,<spndd’t'>,Wištāsp’s son  12
spās,<sp’s>,gratitude  13
spāsdār ,<sp’sd’l>,grateful  10
spāsdārīh ,<sp’sd’lyh>,gratitude  10
spazgīh,<spzgyh>,slander; + kun- “to slander”  05
spēd,<spyt'>,white  03
Spenāg Mēnōy,<spyn’k' mynwd>,the Life-giving Spirit  07
Spenāg-dād,<spyn’k' d’t'>,Av. spəṇtō.dāta “established by the Lifegiving (Spirit)”  15
Spitāmān,<spyt’m’n'>,of the Spitāmas; Z.’s family  16
spōxt- = spōzīh-,<spwht->,"be pushed back, be delayed  19"
spōz,<spwc'>,"delay, putting off  13"
spōz- spōxt,<spwc- spwht'>,push back  13
spōz-az-gāhīh,<spwc'-MN-g’syh>,"delay, procrastination (?)  13"
spurr-abarwēz,<spwl ’p̄lwyc>,full of (martial) superiority  17
spurr-uzmūd,<spwl’wzmwt'>,completely tested  19
srāy- srūd,"<sl’d-, slwt'>","sing, recite  13"
srāy- srūd,"<sl’d-, slwt'>","sing, recite  04"
srāyišn,<sl’dšn'>,protection  07
srešk,<slyšk'>,drop  15
Srid,<slyt'>,mythological person  09
Srid,<slyt'>,mythological person  11
srišwadag,<slyšwtk'>,a third (part)  16
Srōš-ahlīy,<slwš ’hlyd>,"Srōš-ahlīy; Av. Sraoša aṣ̌iia, Sraošā “of the Rewards”  04"
srub,<slwp'>,lead  13
srūw,<slwb'>,"horn, nail  14"
stabr,<stpl>,thick  17
stahm(b),<st’hm(b)>,"violence, force  10"
stahmbag,<st’hmbk'>,violence  15
stān- stad,<YNSB̲WN->,take  08
star,<stl>,star  08
star-pāyag ,<stl-p’dk'>,"the star level, sphere of the stars  08"
stārag,<st’lk'>,star  02
stard,<stlt'>,(was) stunned/paralyzed  14
"stard, sturd",<st(w)lt'>,stunned  13
stardīh,<stltyh>,"stunned state, paralysis  14"
Staxr,<st’hl>,Istakhr   19
stāy- stāyīd ,<st’d->,praise  05
stāy- stūd,<st’d- stwt'>,to praise  07
stāyišn,<st’dšn'>,praise  06
stī,<sty>,‘existence’  15
stī-paymōgīh,<sty ptmwkyh>,the garment of ‘existence’  15
stōr,<stwl>,large domestic animal (cows and horses)  08
"stūn, see ēk-stūn  13",,
stūrīh,<stwlyh>,“proxy” marriage  16
sūd ,<swt'>,"use, usefulness  11"
Sūdgar (nask),<swtkl>,a text found in the Dēnkard  10
sūdōmand,<swt’wmnd>,bringing benefit  09
šufšēr = šafšēr  13,,
sumb- suft,<swmb- swpt'>,pierce  13
sūrāg ,<swl’k'>,hole  10
šusr ,<šwsl>,semen  13
suxr,<sw’hl >,red  18
syā,<syd’>,black  07
tā,<OD>,until; in order that  07
tā,<OD>,"until, for (as long as); so that  04"
tab,<tp'>,fever  14
tāb- tāft,<t’p̄- t’p̄t'>,heat  16
tāb- tāft,<t’p- t’pt'>,shine  10
tāb- tāft ,<t’p̄->,"shine, heat  09"
tabāh,<tp’h>,ruined; + kun-/dār- “to ruin”  16
Tabarestān,<tp(w)lst’n'>,Tabaristan (southeast of the Caspian Sea)  10
tābēn-,<t’p̄yn->,make shine  17
taftīg,<tptyk'>,ardent  13
tag,<tk'>,"attack, assault  09"
tagarg (tiyarg?),<tglg>,hail  17
tagīg ,<tkyk'>,"swift, impetuous  15"
Tahmōraf,<thmwlp'>,a mythical king  02
tam ,<tm>,darkness  14
tam/tom-tōhmag,<tm/twm-twhmk'>,brood of darkness  12
tan,<tn'>,body  02
tan ī pasēn,<tn' Y psyn'>,the Final Body (the world in the end)  04
"tan-drīst, tan-drust",<tn'-drw(d)st'>,"healthy (in body), in good health  07"
tan-drustīh,<tn' drwstyh>,health (of body)  15
tan-gōhr,"<tn' -gwhl, -gw’hl >",body substance  13
tan-masāy,<tn' ms’d>,the size of a body  11
tanābuhlīg,<tn’p̄whlyk'>,whose body is forfeit (degree of sin)  18
tang,<tng>,narrow  03
tangīh ,<tngyh>,"narowness, constriction, dire straights; discomfort   11"
tanīhā,<tn'yh’>,alone  13
tanōmand,<tn'-’wmnd>,"with body, in body  07"
tār,<t’l>,darkness  10
tar,"<LCDr, LCDR; tl> ",through  18
tarāzūg,<tl’cwk'>,"balance, scales  05"
tārīk,<t’lyk'>,dark  02
tārīkīh,<t’lykyh>,darkness  02
tarr,<tl>,moist (plant)  17
tars- tarsīd ,<tls->,fear (+ az)  13
"tarsagāy, tarsagāh","<tlsk’d, tlsk’s>",respectful  15
"tarsagāyīh, ","<tlsk’dyh, tlsk’syh> ",respect  15
tarun,<tlwn>,moist  18
tāš- tāšīd,<t’š->,"fashion, “create”; carpentry term  16"
tašt,<tšt'>,bowl   15
tašt,<tšt'>,bowl  14
tay-ā-tay,<tyḏ ’tyḏ>,"uninterruptedly, continuously  19"
tāyag,<t’yk'>,"time, period (e.g., menstrual)  19"
taz- tazīd,<tc->,"flow, run (water and with the feet)  08"
Tāzīg,<t’cyk'>,Arab  13
tēmār,<tym’l>,"sorrow, concern; + burdan “be concerned”; + rāy “about”  10"
tērag ,<tylk'>,dark (night)  13
tēx,<tyh>,"edge, ridge  10"
tēz,<tyc'>,"sharp, narrow  17"
tēz-bēšēnīdār,<tyc' byšynyt’l>,"giving sharp pain, hurting badly  17"
tēz-rawišnīh,<tyc' lwbšnyh>,pad ~: “quickly”  18
tigr,"<tgl, HTYA>",arrow  08
tis,<MNDOM>,thing  04
tišnagīh,<tyšnkyh>,thirst  09
Tištar,<tyštl>,"a stellar deity, Sirius  08"
tōhm,<twhm>,seed  04
tōhm,<twhm>,"seed, semen  13"
tōhmag,<twhmk’>,"seed, stock; family  05"
Tohmāspān,<twhm’sp’n'>,"son of Tohmāsp (Tūmāsp, epic character)  14"
tōm = tōhm,<twm>,"seed, grain  10"
tomīg (tamīg),<t(w)myk'>,belonging to darkness   09
tōz- tōxt,<twc- twht'>,"repay, expiate  16"
tōzišn,<twcšn'>,"payment, redemption  16"
tuhīgīh,<twhykyh>,"emptiness, void  09"
Tūr,<twl>,Turanian  16
Turkestān,<twlkst’n'>,Turkestan  10
tuwān,<twb’n'>,"ability, (omni)potence  17"
tuwān,<twb’n'>,"able, it is possible (impersonal)  10"
tuwānāg ,<twb’n’k'>,mighty  09
tuwāngar,<twb’ngl>,rich  08
tuwānīg,<twb’nyk'>,"able, (omni)potent  17"
tuwānīgīh,<twb’nykyh>,"being able, being (omni)potent  17"
tuxš- tuxšīd,<twhš-yt'>,"strive, work diligently, make an effort  04"
tuxšāg,<twhš’k'>,diligent; “in”: pad   01
Tūz,<twc>,son of Frēdōn  13
ul,<LALA>,up  06
urwāhmenīh,<’wlw’hmnyh>,blissfulness  07
urwar,<’wlwl>,plant  08
urwar-kerbīh,<’wlwl-klp̄yh>,being in the form of a plant  09
Ušīdar,<’wšytl>,"son of Z., born 1000 years after Z.  10"
Ušīdarmāh,<’wšytlm’h>,"son of Z., born 2000 years after Z.   10"
uskār,<’wsk’l>,"discussion, consideration  10"
uštānōmand,<’wšt’n’wmnd>,living and breathing being  13
uštar-zahāy,<GMRA zh’y>,the “depth” (height) of a camel  14
Uzaw,<’wzwbw>,epic character  14
uzdehīgēn-,<’wcdyhykyn->,"chase out of the village, exile  17"
uzdēs-paristišnīh,<’wzdys-p̄lstšnyh>,idol-worship  08
uzdēstčār,<’wzdystc’l>,place of idol(-worship)  05
uzīh- uzīd,"<’wzyh-, ’wzyt'>","go out, get out; pass (time)  14"
uzīh- uzīd ,"<’wcyh-, ’wcyt'>","go out, leave; pass (of time), die  13"
uzwān,<’wzw’n'>,tongue  15
Verbs:  17,,
waččag,<wck'>,child  02
wad,<SLYA>,bad  02
wād,<w’t'>,wind  09
wad-hunar,<wt hwnl>,unskillful  16
wadag-dōšīh,<wtk'-dwšyh>,devotion to bad things  14
wadīh,"<wtyh, SLYAyh>",badness  11
wafr,<wpl>,snow  02
wag (waγ),<wk'>,frog  09
wāhak,<w’’k'>,"fear, worry (NPers. bāk); + bar- “to fear, worry”  13"
wahišt,<whšt'>,Paradise  02
Wahman (Wahuman),<whwmn'>,one of the amahrspands  04
Wahrām,<w’hl’m>,a name  01
Wahuman (Wahman),<whwmn'>,protector of cattle  15
wāǰ,<w’c'>,+ griftan “say ‘grace’”  15
wālēn- wālēnīd,<w’lyn->,make (something) grow  07
wan,<wn'>,1. victorious; 2. tree; 3. win “lute”  14
wan,<wn'>,tree  08
wān- wānīd,<w’n->,"overcome, conquer  15"
wān- wānīd,<w’n->,win  18
Wanand-Ohrmazd,<wnnd-’whrmzd>,name of a commentator  15
wāng,"<w’ng, KALA>","sound; + kun- “shout, bray,” etc.  05"
wanī-būdīh ,<HWBDWN bwtyh>,"annihilation, destruction (passive)  10"
wanīy ,<HWBDWN>,+ baw-: perish; + kun-: destroy  11
wanīyēn-/īh-,<HWBDW(N)yn/yh->,destroy/be destroyed  17
war,<wl>,"lake; bay, inlet  09"
war,<wl>,"Yima’s vara, bunker; bay (of a sea, ocean)  10"
war ,<wl>,"chest, ordeal (of pouring molten metal on the chest)  09"
wār- wārīd,<w’l->,rain  08
Warahrān,<wlhl’n'>,"Warahrān, a martial deity  08"
Waran,<wln'>,the demon Greed  07
wārān ,<w’l’n'>,rain  08
waranīg,<wlnyk'>,"greedy, ‘horny’  17"
ward- wašt,"<wlt-, wlšt'>","turn, change; + ō “(in)to”  15"
ward- wašt ,"<wlt-, wšt'>","turn (around), change; go about, wander  08"
wardēn-,<wltyn->,"turn, make turn (trans.); + ō: “turn into”  17"
wardišn,<wltšn'>,"turning, rotating  04"
wardišn,<wltšn'>,"turning, rotating; ō wardišn est- “be/start turning”  05"
wardišnīg,<wltšnyk'>,bound to change  13
warg,<wlg>,leaf  13
wārišn,<w’lšn'>,rain  10
Warkaš,<wlkš>,name of the world ocean = Frāxkerd  08
Warkaš,<wlkš>,Warkaš; the world ocean; Av. Vourukaṣ̌a  02
warm (probably narm),<wlm>,by heart (literally “tender” like meat)  14
wārom,<w’lwm>,“heart”; innermost mental organ  15
